tx	padj	cluster	direction	prot	product	ko	Uniprot_ID	Human_ortholog	Ortholog_names	7	8	9	10	11	12
XM_013081974.1	0.538087247663906	NA	NA	XP_012937428.1	probable gluconokinase	K00851	Q5T6J7	IDNK C9orf103	Probable gluconokinase (EC 2.7.1.12) (Gluconate kinase)	4.41705706742933	4.474194863088	4.24504827361825	4.09829899870027	4.13266118576027	3.95428476833876
XM_005097383.2	9.03950394416239e-07	B3	DOWN	XP_005097440.2	FERM domain-containing protein 5-like		B5MC67	FRMD5	FERM domain-containing protein 5	4.88424064447746	5.02430246234412	5.15305777188916	4.48466645949638	4.55500508610754	4.25951409279467
XM_005097389.2	0.711591764303945	NA	NA	XP_005097446.1	bile acid-CoA:amino acid N-acyltransferase-like isoform X1	K00659	Q14032	BAAT	Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)	2.04569158438224	2.51902246201082	1.8545545193527	2.27263267472962	2.1510069300222	2.13105455685865
XR_001184792.1	0.792961316561713	NA	NA	NA	NA	NA	NA	NA	NA	3.86128987093729	3.38263941183706	3.63563528210801	4.41789762552752	4.40090166840586	4.3598285651944
XM_005097396.2	0.322275169401409	NA	NA	XP_005097453.1	uncharacterized oxidoreductase At1g06690, chloroplastic-like		Q14722	KCNAB1 KCNA1B	Voltage-gated potassium channel subunit beta-1 (EC 1.1.1.-) (K(+) channel subunit beta-1) (Kv-beta-1)	4.26214904537059	4.27864508137902	3.98029408564191	4.14425229528311	3.86798038204085	3.81475657621077
XM_013081981.1	0.0918937262061805	NA	NA	XP_012937435.1	receptor-type tyrosine-protein phosphatase eta-like	K05694	Q16827	PTPRO GLEPP1 PTPU2	Receptor-type tyrosine-protein phosphatase O (R-PTP-O) (EC 3.1.3.48) (Glomerular epithelial protein 1) (Protein tyrosine phosphatase U2) (PTP-U2) (PTPase U2)	1.44871465755881	0.875275601781602	1.05140738223417	1.27303511392739	1.18593887293651	1.44588817534241
XM_005097439.2	0.0178494101007805	NA	NA	XP_005097496.2	tyrosine-protein phosphatase 10D-like	K05694	Q16827	PTPRO GLEPP1 PTPU2	Receptor-type tyrosine-protein phosphatase O (R-PTP-O) (EC 3.1.3.48) (Glomerular epithelial protein 1) (Protein tyrosine phosphatase U2) (PTP-U2) (PTPase U2)	1.51919128897557	0.988416975648498	1.1202659078088	1.69658666152425	1.53926179677822	1.62619505909719
XM_005097408.2	0.000664917465110114	B3	DOWN	XP_005097465.1	sphingomyelin phosphodiesterase 2-like	K12351	O60906	SMPD2	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase)	3.97938214285556	4.13194835570067	4.14079701870923	3.89763317844771	3.55199545516476	3.32750807455566
XM_005097409.2	0.264175077785463	NA	NA	XP_005097466.1	DDB1- and CUL4-associated factor 6-like isoform X4	K11795	F2Z305	DCAF6	DDB1- and CUL4-associated factor 6	2.11844270414314	2.16180809635483	2.11904884491436	1.90129039387909	1.9608095844973	1.86645645408165
XM_013081988.1	0.942847027532074	NA	NA	XP_012937442.1	39S ribosomal protein L23, mitochondrial-like	K02892	Q16540	MRPL23 L23MRP RPL23L	39S ribosomal protein L23, mitochondrial (L23mt) (MRP-L23) (L23 mitochondrial-related protein) (Mitochondrial large ribosomal subunit protein uL23m) (Ribosomal protein L23-like)	4.54018072458058	4.61926395645516	4.4828865523902	4.4932888473912	4.3830828210718	4.31666369725251
XM_013081987.1	0.593356885679462	NA	NA	NA	NA	NA	NA	NA	NA	1.96414148579612	1.89701371100249	1.89148624547287	1.95986062518571	1.92622377930291	2.11834370394346
XM_005097441.2	0.961549927503109	NA	NA	NA	NA	NA	NA	NA	NA	2.10801254646489	1.92388730069905	2.14698060084372	2.21470496349959	1.95560473889121	2.13190907869085
XM_005097442.1	0.774011855747209	NA	NA	NA	NA	NA	NA	NA	NA	1.50972231721672	1.33534109192781	1.46537955843348	1.79149546562788	2.24092261642624	1.15348927755736
XM_005097418.2	0.00663161832727192	B4	DOWN	XP_005097475.1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like	K03942	P49821	NDUFV1 UQOR1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	7.04179949769818	7.08269041556904	6.96246758994232	6.75656599471204	6.55701204864236	6.42846265855667
XM_013081991.1	0.937930430200433	NA	NA	XP_012937445.1	tRNA-splicing endonuclease subunit Sen34-like	K15323	Q9BSV6	TSEN34 LENG5 SEN34	tRNA-splicing endonuclease subunit Sen34 (EC 4.6.1.16) (Leukocyte receptor cluster member 5) (tRNA-intron endonuclease Sen34) (HsSen34)	2.44218596065298	2.34781551007569	2.18744255953391	2.37739229230599	2.24054521212279	2.34250067677796
XM_005097419.2	0.000396901417562419	NA	NA	XP_005097476.1	Niemann-Pick C1 protein-like	K12385	O15118	NPC1	NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein)	2.2247189146506	2.0620395710171	2.08282453588712	2.53267740061114	2.44335323935278	2.54799287540843
XM_013081992.1	0.944031189696245	NA	NA	XP_012937446.1	exocyst complex component 3-like	K06110	O60645	EXOC3 SEC6 SEC6L1	Exocyst complex component 3 (Exocyst complex component Sec6)	4.49216663461941	4.5910401209866	4.56626671327825	4.57963218116583	4.51267316170141	4.52159027955015
XM_013081993.1	0.903017700967181	NA	NA	XP_012937447.1	stromal interaction molecule 1-like	K16059	Q13586	STIM1 GOK	Stromal interaction molecule 1	1.89775084960289	1.99747741408405	1.90180927887326	1.37464516501054	1.7362320572322	1.65754728976639
XM_005097421.1	0.0522851713530799	NA	NA	XP_005097478.1	steroid receptor RNA activator 1-like		Q9HD15	SRA1 PP7684	Steroid receptor RNA activator 1 (Steroid receptor RNA activator protein) (SRAP)	3.18153951544393	3.31745945202639	3.15276541672714	3.382351957323	3.36433221511128	3.55687063925173
XM_005097422.2	0.000315535957093445	NA	NA	XP_005097479.2	uncharacterized protein LOC101862794		E7EMC7	SQSTM1	Sequestosome-1	4.67914600577906	4.54265958601207	4.50227432073167	5.58952926073869	5.98722500423679	5.37034783760894
XM_013081995.1	0.000335582028503203	NA	NA	XP_012937449.1	actin cytoskeleton-regulatory complex protein pan-1-like	K14381	Q13501	SQSTM1 ORCA OSIL	Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62)	6.3229524798229	5.98936248899587	5.91963538703749	6.6622004183178	6.74645044842223	6.48466996083703
XM_013081996.1	0.916743103720641	NA	NA	NA	NA	NA	NA	NA	NA	1.46701339249424	1.41215062539488	1.45728576721681	1.26279864880077	1.22174018047887	1.39683730574856
XM_013081999.1	0.726617841723664	NA	NA	XP_012937453.1	uncharacterized protein LOC101864458	K13136	Q9NWZ8	GEMIN8 FAM51A1	Gem-associated protein 8 (Gemin-8) (Protein FAM51A1)	3.71522380331289	3.77252887433137	3.76344967134828	3.87714225757185	3.75795198248487	3.88216654468382
XM_013082001.1	0.00578120633497418	NA	NA	XP_012937455.1	exocyst complex component 1-like	K19983	Q9NV70	EXOC1 SEC3 SEC3L1 BM-012	Exocyst complex component 1 (Exocyst complex component Sec3)	4.31652993138671	4.44079707757844	4.38004724918308	4.18663767160539	4.17488616387746	3.90766536861053
XM_005097434.2	0.99999861640293	NA	NA	XP_005097491.1	cadherin EGF LAG seven-pass G-type receptor 2-like	K16498	Q9BZA7	PCDH11X KIAA1326 PCDH11 PCDHX	Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome) (PCDH-X) (Protocadherin-S)	1.81063635174165	1.23965536626311	0.852059723957481	1.23582864502208	1.05019234993439	1.69019601245134
XM_005097432.2	0.97883111769121	NA	NA	XP_005097489.1	cadherin EGF LAG seven-pass G-type receptor 2-like	K16498	Q9BZA7	PCDH11X KIAA1326 PCDH11 PCDHX	Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome) (PCDH-X) (Protocadherin-S)	2.59493299610524	2.70239435486598	2.81242165331221	2.8110611840838	2.62904859334816	2.75242906924207
XM_005097450.2	0.99999861640293	NA	NA	XP_005097507.2	uncharacterized protein LOC101849126 isoform X1		H0Y5D5	CIZ1	Cip1-interacting zinc finger protein (Fragment)	2.17595836989426	1.65808195054926	1.57011301722129	1.37129927794109	1.85007618705022	1.93843760679376
XM_013082010.1	0.905976341005141	NA	NA	XP_012937464.1	uncharacterized protein LOC101849126 isoform X2		H0Y5D5	CIZ1	Cip1-interacting zinc finger protein (Fragment)	0.369095525739823	1.2262607543133	1.26156653401401	1.59603062213353	1.44565294997608	1.34485431802448
XM_005097452.2	0.30465672514982	NA	NA	XP_005097509.1	oxidoreductase NAD-binding domain-containing protein 1-like		Q96HP4	OXNAD1	Oxidoreductase NAD-binding domain-containing protein 1 (EC 1.-.-.-)	3.53038857277179	3.47846284534422	3.52098380484742	3.16399169540011	3.03446834905735	3.03130774228591
XM_005097453.2	0.715330756209074	NA	NA	XP_005097510.1	transmembrane protein 127-like		O75204	TMEM127	Transmembrane protein 127	3.67830899277023	3.73446388434259	3.7927124472866	3.8124965067742	3.68640759194372	3.88091776298977
XM_005097483.2	0.0986696692189343	NA	NA	XP_005097540.1	mediator of RNA polymerase II transcription subunit 28-like	K15141	Q9H204	MED28 EG1 FKSG20	Mediator of RNA polymerase II transcription subunit 28 (Endothelial-derived protein 1) (Mediator complex subunit 28) (Merlin and Grb2-interacting cytoskeletal protein) (Magicin) (Tumor angiogenesis marker EG-1)	3.49173718853954	3.41163856089976	3.26436184232548	3.19356761258324	2.96432353870507	3.19751989535694
XM_005097456.2	0.980961768454263	NA	NA	XP_005097513.1	adenosine deaminase-like protein		Q6DHV7	ADAL	Adenosine deaminase-like protein (EC 3.5.4.-)	2.02315955453122	1.98752258550586	1.58038332416074	1.81480438640154	1.99364056710008	1.69224670043733
XM_005097457.2	2.38011174622063e-05	NA	NA	XP_005097514.1	T-complex protein 1 subunit eta-like	K09499	Q99832	CCT7 CCTH NIP7-1	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]	7.69157801825845	7.59587866940633	7.37874976429715	7.90559383301709	7.93335976764394	7.74028149517321
XM_005097458.2	0.769330191309556	NA	NA	XP_005097515.1	ectonucleoside triphosphate diphosphohydrolase 2-like	K01510	Q9Y5L3	ENTPD2 CD39L1	Ectonucleoside triphosphate diphosphohydrolase 2 (NTPDase 2) (EC 3.6.1.-) (CD39 antigen-like 1) (Ecto-ATP diphosphohydrolase 2) (Ecto-ATPDase 2) (Ecto-ATPase 2)	3.55403995068761	3.494648492222	3.3544142414271	3.5102291234381	3.36021467126783	3.58414537972183
XM_005097460.2	0.806883896033749	NA	NA	XP_005097517.1	AT-rich interactive domain-containing protein 5B-like isoform X2		Q14865	ARID5B DESRT MRF2	AT-rich interactive domain-containing protein 5B (ARID domain-containing protein 5B) (MRF1-like protein) (Modulator recognition factor 2) (MRF-2)	0.786577182962361	0.95153751508763	0.745134787385983	1.00076227514673	1.30078894842626	0.967897178076167
XM_005097461.2	0.0356118582819722	NA	NA	XP_005097518.1	uncharacterized protein LOC101851577	K15340	Q6PJP8	DCLRE1A KIAA0086 SNM1 SNM1A	DNA cross-link repair 1A protein (SNM1 homolog A) (hSNM1) (hSNM1A)	1.69582231749015	1.5415807954334	1.50902425769737	1.36078676771885	1.32241807082887	1.18061600135164
XM_005097463.2	0.787769169642808	NA	NA	XP_005097520.1	protein RRNAD1-like		Q96FB5	RRNAD1 C1orf66 CGI-41	Protein RRNAD1 (Ribosomal RNA adenine dimethylase domain-containing protein 1)	2.55188960891716	2.42566594521551	2.31982944592275	2.59753920163296	2.428798197732	2.489680247633
XM_005097465.2	0.264794727256182	NA	NA	XP_005097522.1	28S ribosomal protein S11, mitochondrial-like	K02948	P82912	MRPS11 RPMS11 HCC2	28S ribosomal protein S11, mitochondrial (MRP-S11) (S11mt) (Cervical cancer proto-oncogene 2 protein) (HCC-2) (Mitochondrial small ribosomal subunit protein uS11m)	4.47706020026553	4.48031415508928	4.36673330309543	4.24471539584846	4.08923250696618	4.06277030938527
XM_005097464.1	0.809002634583879	NA	NA	XP_005097521.1	cytochrome c oxidase subunit 5A, mitochondrial	K02264	P20674	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	9.13265059902169	9.23820797437524	9.02588923034596	9.11673490288658	9.12554196551038	8.88052347896593
XM_005097466.2	0.483011840377429	NA	NA	XP_005097523.2	uncharacterized protein LOC101852689		Q86YT6	MIB1 DIP1 KIAA1323 ZZANK2	E3 ubiquitin-protein ligase MIB1 (EC 2.3.2.27) (DAPK-interacting protein 1) (DIP-1) (Mind bomb homolog 1) (RING-type E3 ubiquitin transferase MIB1) (Zinc finger ZZ type with ankyrin repeat domain protein 2)	0.879783491288353	0.717331979136548	0.932275972875797	0.83097649797332	1.11315684725915	0.981042063388727
XM_013082013.1	0.99999861640293	NA	NA	XP_012937467.1	disco-interacting protein 2-like isoform X1		E7EPU2	DIP2C	Disco-interacting protein 2 homolog C	1.99934746983051	1.52160489902983	1.86248420541325	2.02880342100692	1.78607436467768	1.91278468680893
XM_005097467.2	0.964663125411696	NA	NA	XP_005097524.2	disco-interacting protein 2-like isoform X2		Q9Y2E4	DIP2C KIAA0934	Disco-interacting protein 2 homolog C (DIP2 homolog C)	3.78829853869254	3.90710423157849	4.00500892780097	3.50672708979128	3.36455630498991	3.56056824284099
XM_005097468.2	4.68433044022681e-06	B3	DOWN	NA	NA	NA	NA	NA	NA	2.81682580374233	3.08347924645059	3.26853092594187	2.24442405998902	2.71882513741711	2.42377296251683
XM_005097471.2	0.220010463994144	NA	NA	XP_005097528.2	uncharacterized protein LOC101853550		F5H1T5	CLIP1	CAP-Gly domain-containing linker protein 1	3.03116378525405	3.04297623279049	3.12058351791521	2.89771797338315	3.15409648439634	3.1011236241254
XM_005097489.2	0.240412045850765	NA	NA	XP_005097546.2	uncharacterized protein LOC101857563	K11423	A0A1W2PPX9	SETD2	Histone-lysine N-methyltransferase SETD2	2.58533067601436	2.51726696133656	2.64428202625741	2.70775979056342	2.64243372414888	2.64419161763651
XM_005097475.2	1.32438759711733e-06	B2	UP	XP_005097532.1	CD63 antigen-like	K06497	P08962	CD63 MLA1 TSPAN30	CD63 antigen (Granulophysin) (Lysosomal-associated membrane protein 3) (LAMP-3) (Melanoma-associated antigen ME491) (OMA81H) (Ocular melanoma-associated antigen) (Tetraspanin-30) (Tspan-30) (CD antigen CD63)	7.77348491277445	7.70711404497848	7.51989670255837	8.04368418577492	8.10262393182845	8.47445147926586
XM_005097479.2	0.0130482210534317	NA	NA	XP_005097536.1	E3 ubiquitin-protein ligase NRDP1-like	K11981	Q9H4P4	RNF41 FLRF NRDP1 SBBI03	E3 ubiquitin-protein ligase NRDP1 (EC 2.3.2.27) (RING finger protein 41) (RING-type E3 ubiquitin transferase NRDP1)	3.91900893500526	4.09335258980891	4.20084143226004	3.68024425908624	3.84030742596151	3.4973276319168
XM_005097478.2	0.614620168353528	NA	NA	NA	NA	NA	NA	NA	NA	3.27643551117575	3.15771450110296	2.60393643620733	3.17540258647876	3.20131600071313	3.13826394137665
XM_005097480.2	0.917347099873004	NA	NA	XP_005097537.1	nucleolar protein 58-like	K14565	Q9Y2X3	NOP58 NOL5 NOP5 HSPC120	Nucleolar protein 58 (Nucleolar protein 5)	5.37722558403419	5.44800905658587	5.17256643822849	5.2400879134376	5.33366551036005	5.3246248062427
XM_005097482.2	0.925587597158679	NA	NA	XP_005097539.1	beta-1,4-galactosyltransferase 1-like		P15291	B4GALT1 GGTB2	Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1]	2.3209200883686	2.38757403922469	2.37838516330875	1.60291884781689	2.57365099706294	2.31400648704611
XM_005097481.2	0.980376977024581	NA	NA	XP_005097538.1	beta-1,4-galactosyltransferase 1-like		P15291	B4GALT1 GGTB2	Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1]	1.35389229638734	1.4840029309254	1.53101337043371	1.8557519627514	1.40391351062476	2.0306474199925
XM_005097492.2	0.0761730082808396	NA	NA	XP_005097549.1	60S ribosomal protein L31	K02910	P62899	RPL31	60S ribosomal protein L31 (Large ribosomal subunit protein eL31)	11.4919719608194	11.4564202649723	11.0293231167573	11.5263229023587	11.4999149872955	11.6517115981465
XM_005097494.2	0.467649686758218	NA	NA	XP_005097551.1	signal peptidase complex subunit 3-like isoform X1	K12948	P61009	SPCS3 SPC22 UNQ1841/PRO3567	Signal peptidase complex subunit 3 (EC 3.4.-.-) (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit)	5.75151163817657	5.70748200592881	5.41515177237873	5.72413330277127	5.6424331796071	5.59999869261205
XM_005097495.2	0.0619779332718742	NA	NA	XP_005097552.1	signal peptidase complex subunit 3-like isoform X2	K12948	P61009	SPCS3 SPC22 UNQ1841/PRO3567	Signal peptidase complex subunit 3 (EC 3.4.-.-) (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit)	7.1774263934642	7.43757139202493	7.46116963020196	7.18888090663473	7.21709878949276	7.09006640208038
XM_005097496.2	0.564051232226032	NA	NA	XP_005097553.1	ubiquitin carboxyl-terminal hydrolase 12-like	K11842	P62068	USP46	Ubiquitin carboxyl-terminal hydrolase 46 (EC 3.4.19.12) (Deubiquitinating enzyme 46) (Ubiquitin thioesterase 46) (Ubiquitin-specific-processing protease 46)	1.44157836157424	1.3577155815534	1.46809743051784	1.3401605259715	1.65341238402702	1.56319528527086
XM_005097497.2	0.0269468046040854	NA	NA	XP_005097554.1	60S ribosomal protein L21	K02889	P46778	RPL21	60S ribosomal protein L21 (Large ribosomal subunit protein eL21)	11.3314568330364	11.2485668435667	11.0051030124153	11.4159210196253	11.4036043521966	11.4833848863461
XM_013082031.1	0.224532478308631	NA	NA	XP_012937485.1	ufm1-specific protease 2-like	K01376	Q9NUQ7	UFSP2 C4orf20	Ufm1-specific protease 2 (UfSP2) (EC 3.4.22.-)	3.75931043577111	3.84059224224317	3.91820940712104	3.96480711041503	3.89461073026612	3.89918696545815
XM_005097502.2	0.0423318917926158	NA	NA	XP_005097559.2	calnexin-like	K08054	P27824	CANX	Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90)	2.67720488693738	2.6620220582149	2.87699404085593	3.15930413761684	3.18245124196537	3.29844608507917
XM_013082019.1	0.731565940270244	NA	NA	NA	NA	NA	NA	NA	NA	3.10625230108682	3.04582259661853	2.44039020501262	2.93307038606751	3.03855962551912	2.76541648993971
XM_013082035.1	0.442947605263904	NA	NA	XP_012937489.1	polyubiquitin-C	K08770	P0CG48	UBC	Polyubiquitin-C [Cleaved into: Ubiquitin]	9.75265092108375	9.50157839470659	8.72134138522202	9.82193088169308	9.41415656835685	9.37562155807575
XM_013082036.1	0.649956057078063	NA	NA	XP_012937490.1	polyubiquitin-C	K08770	P0CG48	UBC	Polyubiquitin-C [Cleaved into: Ubiquitin]	5.41795415445482	5.73679447200296	4.32953324633294	5.85323268062311	5.51300875140725	5.82517296145904
XM_013082034.1	0.941020246270813	NA	NA	XP_012937488.1	polyubiquitin-C	K08770	P0CG48	UBC	Polyubiquitin-C [Cleaved into: Ubiquitin]	10.5065425046757	10.3921096823427	10.4447036518759	10.2492470862728	10.0352280758572	10.4029937330843
XM_013082037.1	0.956669135276064	NA	NA	XP_012937491.1	ragulator complex protein LAMTOR1-like	K20397	Q6IAA8	LAMTOR1 C11orf59 PDRO PP7157	Ragulator complex protein LAMTOR1 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1) (Lipid raft adaptor protein p18) (Protein associated with DRMs and endosomes) (p27Kip1-releasing factor from RhoA) (p27RF-Rho)	4.74996001794374	4.89964356323742	4.87873466661048	4.72050205755507	4.71031092772173	4.7379855816203
XM_005097511.2	0.744999308434209	NA	NA	XP_005097568.1	MIT domain-containing protein 1-like		Q8WV92	MITD1	MIT domain-containing protein 1	3.38463418863523	3.42499373870463	3.28775629846599	3.08337434447088	3.12334298397283	3.06194992221936
XM_013082027.1	0.933788168573576	NA	NA	NA	NA	NA	NA	NA	NA	1.29392145989835	1.07452907644514	0.941002253753025	1.0548094351287	1.37946809962451	1.41129673089988
XM_005097515.2	7.96093035343925e-09	B2	UP	XP_005097572.1	ganglioside GM2 activator-like	K12383	P17900	GM2A	Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3) [Cleaved into: Ganglioside GM2 activator isoform short]	5.48460944595444	5.24729356258282	5.19251722108235	5.98804439953098	5.84567516019091	6.17739497142083
XM_005097536.2	0.686883456482627	NA	NA	XP_005097593.1	protein YIPF6-like	K22943	Q96EC8	YIPF6	Protein YIPF6 (YIP1 family member 6)	2.95331011607718	3.02187193309178	3.00872234928746	3.2374868261311	3.13145300957348	3.19419990869872
XM_005097518.2	0.440219665239077	NA	NA	XP_005097575.1	coiled-coil domain-containing protein 134-like		Q9H6E4	CCDC134	Coiled-coil domain-containing protein 134	1.89280507369675	1.83636066650738	2.05229751346063	2.18857687134195	2.30328577379227	2.1215823775002
XM_013082040.1	0.0619692578995686	NA	NA	XP_012937494.1	otopetrin-2-like		A0A2U3TZI1	OTOP3	Proton channel OTOP3	5.05872588080218	5.11973935155518	5.2615107809265	4.49117548773762	4.8044281431792	4.95737755199957
XM_005097522.2	0.959389884444181	NA	NA	XP_005097579.1	SUZ domain-containing protein 1-like		Q7Z422	SZRD1 C1orf144	SUZ domain-containing protein 1 (Putative MAPK-activating protein PM18/PM20/PM22)	2.07298588383022	2.04920104284932	2.23432937608357	2.00300563693488	1.83328962133354	1.89616296213171
XM_005097524.2	0.00017760191023444	B2	UP	XP_005097581.1	phenylalanine--tRNA ligase beta subunit-like	K01890	Q9NSD9	FARSB FARSLB FRSB HSPC173	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	4.76572215510114	4.67474109272791	4.53069055094302	5.20312966023062	5.30808438706615	5.2883525499028
XM_005097525.2	0.24619078099345	NA	NA	NA	NA	NA	NA	NA	NA	3.44454277109462	3.09001434977724	3.10185366882847	3.56733163684051	3.28384666677229	3.21660031134767
XM_013082045.1	0.222525736319406	NA	NA	XP_012937499.1	5'-3' exoribonuclease 1-like	K12618	Q8IZH2	XRN1 SEP1	5'-3' exoribonuclease 1 (EC 3.1.13.-) (Strand-exchange protein 1 homolog)	1.78554331808916	1.6379735240559	1.76699298216618	1.867194497779	1.99442635410397	1.99814974391632
XM_005097526.2	0.0738316212725742	NA	NA	NA	NA	NA	NA	NA	NA	2.25324448522092	3.43608411282141	2.00756053027567	1.69318515180163	0.119358584732118	0.434059897039566
XM_005097528.2	0.96795886189333	NA	NA	XP_005097585.1	transmembrane protein 222-like	K20726	Q9H0R3	TMEM222 C1orf160	Transmembrane protein 222	4.030895828069	3.96093734109062	3.92645211407097	3.99456892630542	4.05578211588494	4.12411493876013
XM_005097530.2	0.660420499824967	NA	NA	XP_005097587.2	colorectal mutant cancer protein-like		A0A096LNU0	MCC	Colorectal mutant cancer protein	1.13525532233887	1.40968125066996	1.37336801402181	1.20823870274023	1.26254230445179	1.21331920474636
XM_013082024.1	0.0213124379778032	NA	NA	XP_012937478.1	alpha-(1,3)-fucosyltransferase C-like	K14464	P21217	FUT3 FT3B LE	Galactoside 3(4)-L-fucosyltransferase (EC 2.4.1.65) (Blood group Lewis alpha-4-fucosyltransferase) (Lewis FT) (Fucosyltransferase 3) (Fucosyltransferase III) (FucT-III)	2.89740574013774	3.0857452351012	2.73558871980528	2.09904338012639	2.19220278654985	2.12756657761118
XM_013082047.1	0.197897561742002	NA	NA	NA	NA	NA	NA	NA	NA	2.82630570427793	2.74552665830831	2.61497545357168	3.54953524234378	2.99651931222699	3.61934614592865
XM_013082061.1	0.0148709370275647	NA	NA	XP_012937515.1	sodium-dependent phosphate transport protein 2A-like	K14683	Q06495	SLC34A1 NPT2 SLC17A2	Sodium-dependent phosphate transport protein 2A (Sodium-phosphate transport protein 2A) (Na(+)-dependent phosphate cotransporter 2A) (NaPi-3) (Sodium/phosphate cotransporter 2A) (Na(+)/Pi cotransporter 2A) (NaPi-2a) (Solute carrier family 34 member 1)	4.02453141197285	4.69359249260742	4.25976130230845	3.6479537998051	4.1660274097108	4.78186414426106
XM_005097549.2	6.65577251928958e-05	B3	DOWN	XP_005097606.1	UPF0562 protein C7orf55-like		Q96HJ9	FMC1 C7orf55 HSPC268	Protein FMC1 homolog (ATP synthase assembly factor FMC1, mitochondrial) (Formation of mitochondrial complex V assembly factor 1 homolog)	5.22692262088809	5.33317901258815	5.55670769005346	4.83930617253945	4.81365404188586	4.72595050505258
XM_005097550.2	0.982523748226241	NA	NA	XP_005097607.2	histone-lysine N-methyltransferase 2D-like isoform X2	K09188	H0Y765	KMT2C	Histone-lysine N-methyltransferase 2C (Fragment)	1.18129163416282	1.20272255475239	1.10706421891072	1.06472912867365	1.22736701404573	0.915613031201453
XM_013082049.1	0.332991760391451	NA	NA	NA	NA	NA	NA	NA	NA	0.960289021961857	0.829248958200692	0.851601370617771	1.20335080628119	0.713323847938788	1.49777684467759
XM_005097556.2	0.22276477898635	NA	NA	XP_005097613.1	coiled-coil domain-containing protein 94-like		Q9BW85	YJU2 CCDC94	YJU2 splicing factor homolog (Coiled-coil domain-containing protein 94)	1.89704399802355	1.58288832932077	1.82950895218668	1.71973878420684	1.56867518489276	1.92741329542598
XM_005097558.2	0.840164931104317	NA	NA	XP_005097615.1	exportin-T-like isoform X3	K14288	O43592	XPOT	Exportin-T (Exportin(tRNA)) (tRNA exportin)	1.97385461350585	2.23729068442478	1.9800656285543	2.07776396817369	2.13939632317249	2.14255619698357
XM_005097561.2	0.0204491606062055	NA	NA	XP_005097618.1	pre-mRNA-splicing factor ISY1 homolog	K12870	Q9ULR0	ISY1 KIAA1160	Pre-mRNA-splicing factor ISY1 homolog	2.98625849524756	2.80636709507636	2.88405196773711	3.28442598804339	3.17992115764358	3.19617082988454
