oyster genome,poly(I:C) priming,Priming poly(I:C)/T0,,,,,,Challenge Poly(I:C)+OsHV-1/10DPP,,,,FSW control,Priming FSW/T0,,,,,,Challenge FSW+OsHV-1/10DPP,,,,annotation and putative function,,,Gene ontology
CGI_10025511,sustained,-1.016173762,833.2812872,-1.347556126,565.0157845,-2.495743568,264.6534477,1.339732542,1463.18211,1.397796023,1157.560291,recall opposite,-0.61014806,1065.374323,-1.208072198,582.3350318,-3.466843939,132.7278842,2.384317696,951.3383994,3.736527387,1775.498156,T9SS C-terminal target domain-containing,other,other,P:carbohydrate metabolic process
CGI_10023300,sustained,0.288388768,308.0167821,0.658163126,367.7742285,0.524711323,371.4599081,0,360.4425188,0,340.1798682,sustained,0.380678899,322.9760778,0.806937828,431.4654552,0.800688202,465.8427891,-0.293904479,361.9897241,0,361.0034146,Carboxypeptidase D,bacteria,other,F:zinc ion binding; F:metallocarboxypeptidase activity; P:proteolysis; C:integral component of membrane; F:serine-type carboxypeptidase activity
CGI_10010828,sustained,0,44.86687796,0,30.4366288,1.255740686,93.22043453,0,64.86200445,0,79.40942174,sustained,0,41.25430904,0,45.21501472,0.770028404,68.80660406,-0.605739047,42.55514768,-0.562403054,43.0687257,kinesin KIF20B isoform X2,other,other,F:ATP binding; F:microtubule motor activity; P:metabolic process; P:cytokinesis; C:Golgi apparatus; P:microtubule-based movement; C:microtubule; F:microtubule binding
CGI_10006085,sustained,0,103.5127746,0,135.3891724,1.994889916,372.6045779,0,360.0803065,0,344.3447454,challenge specific,0,47.52915507,0,51.56754986,0,41.25394184,0,96.90740052,2.077668884,211.355924,Tripartite motif-containing 3,virus,IFN-like pathway and RLR recognition,F:zinc ion binding; C:intracellular
CGI_10022083,sustained,0,263.8121814,0.265382145,329.6509422,0.85049103,550.5127316,0.978407502,1131.118971,0.749516028,981.0717458,challenge specific,0,267.0564707,0,289.6203936,0,331.8756925,0.75601391,542.6099482,1.688175365,1016.516619,matrix metallo ase-19-like,bacteria,other,F:zinc ion binding; P:proteolysis; C:extracellular matrix; F:metalloendopeptidase activity
CGI_10026621,sustained,0,36.36887832,0,35.94888766,2.653005475,215.6819308,0,191.5642662,0,263.2436186,sustained,0,31.17685528,0,47.36440204,1.787073368,124.2607608,0,78.41312553,-0.90543069,59.78461075,Frizzled-1,other,signaling,F:Wnt-activated receptor activity; P:multicellular organism development; C:integral component of membrane; P:canonical Wnt signaling pathway
CGI_10004951,sustained,0.5173238,49.55230601,0.866460107,58.22485251,1.590620074,106.7586747,0.493113531,149.2683543,0,138.1481599,sustained,0,29.4282849,0,33.35910621,0.682362444,58.36254338,1.165064333,130.8177859,1.515920604,160.2167129,heat shock 70 kDa 12A-like,V/B,other,0
CGI_10025938,sustained,0.634928938,186.2058014,0.591002335,166.1427376,0.407007539,162.1958031,0,125.3426944,0,134.8896952,priming specific,0.529127108,170.5008132,0.569473457,173.4056081,0,128.398222,0,125.1383301,0,132.1939708,superkiller viralicidic activity 2-like 2,virus,other,"F:ATP binding; F:protein binding; P:maturation of 5.8S rRNA; C:catalytic step 2 spliceosome; F:RNA helicase activity; C:nucleolus; C:exosome (RNase complex); C:nucleoplasm; F:poly(A) RNA binding; P:mRNA splicing, via spliceosome; P:RNA catabolic process"
CGI_10017440,sustained,2.377223617,105.8246204,0,121.4805547,-0.28014097,124.0173075,0,117.3136818,0,121.9103045,priming specific,-0.437829211,106.1190791,0,124.5958572,0,166.0882582,0,127.0293949,0,135.0403145,glutaredoxin domain-containing cysteine-rich CG31559-like [Octopus bimaculoides],other,other,C:cell; P:nucleic acid phosphodiester bond hydrolysis; P:RNA metabolic process; F:protein disulfide oxidoreductase activity; F:electron carrier activity; P:cell redox homeostasis; P:oxidation-reduction process
CGI_10021125,sustained,1.671942213,367.2236557,1.449563702,287.7022216,1.630364128,360.8442601,0,267.3965782,0,312.4092135,sustained,1.707650234,371.9159892,1.469519205,310.1288595,1.21005462,279.2750403,0,276.9698714,0,259.0576522,exportin-1-like [Lingula anatina],other,other,P:response to yeast; P:intracellular protein transport; F:Ran GTPase binding; C:intracellular
CGI_10027453,sustained,0.528825712,77.49130118,1.273469574,120.0167757,2.923945925,418.9863354,0,400.3601615,0,391.0658855,challenge specific,0,48.05163185,0,45.92629042,0,43.40659748,1.025385257,88.29046412,1.98133244,166.0085162,NFX1-type zinc finger-containing 1-like,virus,IFN-like pathway and RLR recognition,0
CGI_10024520,sustained,0,233.5300813,0,237.2409626,-0.519998344,189.9050882,0.440102856,253.5969472,0,239.3403651,recall opposite,0,246.7293866,-0.213625186,222.8252319,-0.846626837,155.7601036,0.787735195,259.8632571,1.058223593,306.0581942,phosphorylase b kinase gamma catalytic skeletal muscle heart isoform isoform X2,other,other,F:phosphorylase kinase activity; C:phosphorylase kinase complex; F:ATP binding; F:calmodulin binding; P:glycogen biosynthetic process; P:protein phosphorylation
CGI_10009560,sustained,3.105944844,252.1557923,0,288.9979258,-0.379224214,259.7714686,0,328.067531,0,301.9053145,recall opposite,-0.610513191,211.872444,-0.854080109,176.605772,-1.043093565,168.5136667,0.730628836,270.5869572,1.346452473,406.5867243,C-type lectin lectoxin-Lio3- partial,bacteria,signaling,C:integral component of membrane
CGI_10019733,sustained,0.670193806,197.2256977,1.075031544,239.0634813,1.47674233,350.7641945,0,296.1676731,-0.358681794,271.1809006,recall,0.31950261,150.6163016,0.366451068,154.12353,0,141.1772203,0.26839218,163.2521366,0.733413837,220.6626789,DIS3-like exonuclease 2,virus,other,"P:RNA phosphodiester bond hydrolysis, exonucleolytic; F:3'-5'-exoribonuclease activity; F:RNA binding; P:rRNA metabolic process; F:metal ion binding; C:cytoplasmic mRNA processing body; P:cellular component organization or biogenesis; P:polyuridylation-dependent mRNA catabolic process; P:nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'; P:cell cycle; P:miRNA catabolic process; C:exosome (RNase complex)"
CGI_10021439,sustained,0,218.0029505,0,213.743809,0.792994767,426.5999036,0,310.4814802,-0.335770063,335.7204311,sustained,-0.214465575,202.2236718,-0.26729153,192.767575,-0.249374949,212.9599904,0,215.924595,0,230.4054138,inhibitor of apoptosis,virus,apoptosis,F:zinc ion binding
CGI_10016918,sustained,0.633497824,177.6184336,-0.616418516,171.0846362,-0.291028303,240.5610667,0,149.7244546,0,215.0558995,recall,-0.403659348,211.7208624,-0.421100488,205.8251192,0,350.8473994,-0.576528936,221.8572525,-0.967656933,163.3623846,sodium calcium exchanger 1-like [Biomphalaria glabrata],other,other,P:cell communication; P:calcium ion transport; C:integral component of membrane; P:sodium ion transmembrane transport; F:calcium:sodium antiporter activity
CGI_10000795,sustained,0.436341892,346.2606271,1.021962171,485.3485395,0.725758465,426.912672,0,442.4034556,0,438.7147817,challenge specific,0,278.2405765,0,239.8743761,0,345.5921002,0.580359826,506.17358,0.67630473,525.4816841,heat shock 70 kDa 12A-like,V/B,other,C:membrane; C:integral component of membrane
CGI_10012379,sustained,4.511335781,169.3401092,-0.433482928,140.3529155,-0.722753098,128.272194,0,115.4837587,0,109.7508728,sustained,-0.29564402,164.9453479,-0.405393773,151.2225853,-1.271508927,89.37594131,0,88.06308986,0,102.3916693,Deleted in malignant brain tumors 1,bacteria,other,C:membrane; F:scavenger receptor activity; P:receptor-mediated endocytosis
CGI_10025471,sustained,0,132.2306451,0.913648747,156.3876453,1.088949611,194.5995673,0,148.8202825,0,143.0395243,challenge specific,0,62.59323633,0,78.01912897,0,101.599121,0.646119349,164.4668508,0.726953077,162.0737124,probable E3 ubiquitin- ligase DTX2,virus,other,F:metal ion binding
CGI_10023018,sustained,0.516656479,158.8995835,0.745372112,171.2759319,0.527108204,163.4373895,0,166.0363921,0,166.7882795,sustained,0,104.8453846,0,126.3742482,0.432982858,158.1222496,0,169.5820625,0.587248906,223.9972171,ubiquitin-conjugating enzyme E2 J1 isoform X1,virus,other,P:regulation of protein metabolic process; F:ubiquitin protein ligase activity; F:ubiquitin protein ligase binding; P:regulation of cellular process; C:cytoplasm; C:integral component of membrane; P:single-organism cellular process; P:single-organism metabolic process; F:ligase activity; P:protein ubiquitination
CGI_10016225,sustained,2.590861777,52.49665193,3.543773134,84.62800383,4.195134509,144.5362106,0,101.9022482,-0.519461955,97.16457001,sustained,0,8.040247156,0,8.80644251,0.677876577,12.79404442,1.62115087,41.76718682,2.924927615,99.06954561,Fas ligand,virus,apoptosis,P:immune response; C:membrane; F:tumor necrosis factor receptor binding
CGI_10017042,sustained,0.503369034,742.6280147,-0.48176292,791.9927101,-1.327727195,488.0790964,0.624724309,748.475807,0.461334624,694.0587871,sustained,-0.377984274,910.7314629,-0.517471007,817.1983295,-1.347501833,498.7342493,0.567423202,709.9998339,1.184142867,1068.136631,hexokinase-2-like isoform X5 [Aplysia californica],other,other,F:glucose binding; C:cell; F:ATP binding; P:cellular glucose homeostasis; P:glycolytic process; F:hexokinase activity; P:carbohydrate phosphorylation
CGI_10026274,sustained,0.40236762,888.3701264,0.472803797,858.7813309,0.362122518,882.7572071,0,879.3807323,0,854.1835046,recall,0.421979896,886.1962225,0.513145804,935.6250778,0,672.5924757,0.29508136,789.5340116,0.341987019,799.3706837,26S protease regulatory subunit 6A-B,other,other,"F:ATP binding; C:proteasome regulatory particle, base subcomplex; C:cytosolic proteasome complex; C:nuclear proteasome complex; F:peptidase activity; F:TBP-class protein binding; P:ER-associated ubiquitin-dependent protein catabolic process; P:positive regulation of proteasomal protein catabolic process; F:proteasome-activating ATPase activity; P:positive regulation of RNA polymerase II transcriptional preinitiation complex assembly"
CGI_10025059,sustained,4.485310023,95.3340844,0,96.32852874,-0.261368402,99.42208699,0,96.69026737,0,114.926754,not regulated,0,117.4586472,0,97.50529926,0,112.637284,0,115.1953932,0,107.7774245,Nuclear receptor-binding,virus,other,F:ATP binding; P:ER to Golgi vesicle-mediated transport; C:cytosol; C:endomembrane system; F:protein serine/threonine kinase activity; P:protein phosphorylation; P:intracellular signal transduction
CGI_10027025,sustained,0.579190547,88.17378199,0,78.61516049,0.71753318,95.95495064,0,79.7363366,0,101.9302743,sustained,0.558008086,86.02511522,0.764188627,98.62361632,1.241439391,146.9696393,0,96.69602848,-0.805146874,76.93391752,myosin-2 heavy chain-like,other,other,P:regulation of apoptotic process
CGI_10024471,sustained,0,182.1149063,0,177.2603871,0.510956116,254.4604876,0,238.5245554,0,280.5390375,priming specific,0.212058203,198.7091111,0,161.3051624,0,208.4066079,0,236.420504,0,242.3560779,RE1-silencing transcription factor,other,other,F:nucleic acid binding; F:metal ion binding; P:nervous system development; P:single-organism cellular process; P:regulation of biological process
CGI_10017004,sustained,0.594921958,94.1600588,0.477558675,79.79490804,0.635780672,98.65994736,0,83.92839485,0,81.78607286,sustained,0.75318067,103.9193831,0.789589998,105.3039361,0.470303617,91.01766847,0,77.66789971,0,70.51400917,Cleavage and polyadenylation specificity factor subunit 3,virus,other,"F:5'-3' exonuclease activity; P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:RNA binding; C:mRNA cleavage and polyadenylation specificity factor complex; F:metal ion binding; P:mRNA 3'-end processing by stem-loop binding and cleavage; F:endoribonuclease activity"
CGI_10015433,sustained,0.267176655,128.1784269,0.435862255,132.681945,0.615280155,167.1490244,0,175.4586327,0,167.4767776,sustained,0,118.2105541,0.364395973,133.5789114,0.287819304,137.5466175,0,151.1532078,0.278621308,156.3935589,mRNA export factor isoform X1,other,other,P:mitotic nuclear envelope disassembly; P:protein sumoylation; P:regulation of cellular response to heat; F:myosin heavy chain kinase activity; C:nucleolus; P:protein phosphorylation; P:transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery; C:nuclear pore; F:microtubule binding; P:mRNA export from nucleus; P:viral transcription; P:regulation of glucose transport; F:RNA binding; P:intracellular transport of virus; F:ubiquitin binding; C:cytoplasm; P:protein import into nucleus; P:tRNA export from nucleus; P:gene silencing by RNA; P:cellular response to organic cyclic compound
CGI_10006203,sustained,0,57.37664586,1.146737633,84.33261545,1.744361296,140.3371848,0,114.180688,0,114.747681,challenge specific,0,29.40219618,0,38.48647472,0,57.58775441,0,72.2720023,0.774505265,93.7660299,E3 ubiquitin- ligase DTX3L,virus,other,F:zinc ion binding
CGI_10001591,sustained,0.882337584,333.0548751,1.455438448,453.7361828,1.592656315,550.6404851,0,488.1250359,0,483.0207489,challenge specific,0,172.1176364,0,168.2239247,0,206.0893547,0.7088325,329.5329776,1.273147481,473.0043457,AChain Crystal Structure Of An Inhibitor-bound Syk,V/B,other,P:regulation of MAPK cascade; P:regulation of response to stress; P:transcription factor import into nucleus; F:integrin binding; P:anatomical structure morphogenesis; P:animal organ development; P:positive regulation of transport; P:regulation of vesicle-mediated transport; P:protein phosphorylation; P:single-organism metabolic process; P:leukocyte cell-cell adhesion; P:Fc receptor signaling pathway; P:leukocyte activation involved in immune response; P:regulation of sequence-specific DNA binding transcription factor activity; F:ATP binding; P:positive regulation of protein metabolic process; P:positive regulation of T cell activation; P:peptidyl-amino acid modification; F:non-membrane spanning protein tyrosine kinase activity; P:vasculature development; P:regulation of body fluid levels; P:multi-organism process; P:regulation of secretion by cell; C:T cell receptor complex; C:cytoplasmic part; F:protein serine/threonine kinase activity; P:endocytosis; P:defense response; P:positive regulation of B cell differentiation; C:nucleus; P:immune response-activating cell surface receptor signaling pathway; P:regulation of tumor necrosis factor-mediated signaling pathway; P:neutrophil chemotaxis; P:positive regulation of cellular metabolic process; P:positive regulation of cytokine production
CGI_10026003,sustained,0.710667101,140.9502833,0.605556314,120.468937,0.32977348,110.299199,0,95.06882981,0,100.1183357,priming specific,0.655040304,133.5901583,0.564931186,124.0154095,0,85.00577084,0,94.6423164,0,93.04057362,manganese-transporting ATPase 13A1-like,other,other,C:integral component of plasma membrane; F:ATP binding; P:cation transport; F:cation-transporting ATPase activity; F:metal ion binding; C:intracellular membrane-bounded organelle; P:metabolic process; P:cellular calcium ion homeostasis
CGI_10016825,sustained,0.424427077,112.1892656,0.700098456,124.7642365,0.610406299,129.4457425,0,132.5385441,0,137.4221743,sustained,0,87.50521279,0,91.40494395,0.489632629,123.3660404,0,147.3592683,0,140.4051563,60 kDa SS-A Ro ribonucleo,virus,other,F:RNA binding; C:intracellular ribonucleoprotein complex; P:cell projection organization; P:anatomical structure development; C:viral nucleocapsid; P:response to stimulus; P:single-organism developmental process
CGI_10004471,sustained,0.257086625,143.0730218,0,120.449677,0.27857454,148.512255,0,98.65571843,0,118.6446727,recall opposite,0.42490977,158.4762066,0.269222221,140.6292282,0.550855944,185.9755413,-0.494393649,125.0795183,-0.663379165,109.1804578,Tubulin polyglutamylase TTLL13,other,other,P:cellular protein modification process
CGI_10015357,sustained,0.286882008,623.1405433,0.390129215,617.5518669,0.45829007,719.0950927,0,705.5896373,0,665.0069575,priming specific,0.345268358,639.0889958,0.4984471,704.1342686,0,617.9771124,0,579.8113847,0,610.7172951,26S protease regulatory subunit 4,other,other,"F:hydrolase activity, acting on ester bonds; P:cell proliferation; C:proteasome regulatory particle, base subcomplex; F:peptidase activity; P:cellular response to DNA damage stimulus; P:positive regulation of proteasomal protein catabolic process; P:positive regulation of RNA polymerase II transcriptional preinitiation complex assembly; F:ATP binding; P:mitotic spindle elongation; C:cytosolic proteasome complex; C:nuclear proteasome complex; F:TBP-class protein binding; P:ER-associated ubiquitin-dependent protein catabolic process; F:proteasome-activating ATPase activity; P:mitotic spindle assembly"
CGI_10016450,sustained,0,208.0686162,0,203.6833266,0.221377539,285.090884,0,261.9997384,0,297.6054101,sustained,-0.224404145,199.7129749,0,222.4041004,0.559008712,372.5004284,0,306.3770531,0,313.5959485,sodium calcium exchanger 3-like isoform X1 [Crassostrea gigas],other,other,P:cell communication; P:calcium ion transport; C:integral component of membrane; P:sodium ion transmembrane transport; F:calcium:sodium antiporter activity
CGI_10015400,sustained,0,105.2945757,0,109.5641891,0.441888351,139.2107832,0,109.9005525,0,132.7633926,sustained,0.212445524,114.0724798,0.320890351,121.9412298,0.683686942,170.6286018,0,144.8606528,-0.502050205,112.3487821,myosin-IIIb-like isoform X2,other,other,"C:myosin complex; F:ATP binding; P:metabolic process; P:regulation of transcription, DNA-templated; F:motor activity"
CGI_10010147,sustained,0.268776944,174.4445565,0.380864623,173.5509211,0.229233489,173.3738791,0,154.1023244,0,165.5723604,recall,0.228624972,166.6758165,0,144.4198505,0,147.2136488,0.317654116,176.0851994,0.561740134,204.05001,mitofusin-2-like isoform X2,virus,IFN-like pathway and RLR recognition,C:mitochondrion; C:membrane
CGI_10014835,sustained,0.394386271,171.7474434,0.507693287,171.386955,0.493335131,188.1886863,0,165.1447254,0,174.4774897,recall,0.425100759,173.1984025,0.435814954,172.5182359,0,147.711059,0,175.0910993,0.382189174,181.0019102,26S proteasome non-ATPase regulatory subunit 8-like,other,other,"C:nucleus; P:proteasome-mediated ubiquitin-dependent protein catabolic process; C:cytosol; C:proteasome regulatory particle, lid subcomplex; P:proteasome assembly"
CGI_10023950,sustained,0.368397122,651.9626055,0.908560782,872.5594654,1.397467956,1362.867714,0,1160.68721,0,1268.92608,challenge specific,0,467.9416706,0,450.6534546,0,594.2556719,0.336477611,723.4726431,0.809613311,983.3663353,galectin-5- partial,bacteria,other,F:carbohydrate binding
CGI_10013222,sustained,0.647743618,212.6297712,0.555083595,183.2436908,0.430507385,186.1988926,0,166.8546264,0,163.8587202,priming specific,0.71027096,218.8342125,0.755693158,223.6072912,0,147.4265941,0,150.9130591,0,156.2039198,ruvB-like 1,virus,other,"P:histone H4 acetylation; P:DNA repair; C:NuA4 histone acetyltransferase complex; P:histone H2A acetylation; P:regulation of mitophagy; P:positive regulation of telomerase RNA localization to Cajal body; C:Swr1 complex; C:Golgi apparatus; P:beta-catenin-TCF complex assembly; P:cell division; F:ATP binding; C:extracellular exosome; P:DNA duplex unwinding; C:Ino80 complex; C:MLL1 complex; P:transcription, DNA-templated; P:spermatogenesis; P:DNA recombination; P:mitotic nuclear division; P:regulation of growth; P:CENP-A containing nucleosome assembly; P:positive regulation of protein targeting to mitochondrion; P:regulation of transcription from RNA polymerase II promoter; C:R2TP complex; F:protein binding; C:microtubule organizing center; F:ATP-dependent 5'-3' DNA helicase activity; C:membrane; C:nuclear matrix"
CGI_10003572,sustained,0,78.2746466,0,74.65231544,0.33496369,101.215489,0,97.15138543,0,123.8751045,sustained,0,89.31013506,0.375722202,99.46617749,0.725785524,137.6704512,0,117.6833724,-0.471171552,92.58864128,inter-alpha-trypsin inhibitor heavy chain H3-like,other,other,F:serine-type endopeptidase inhibitor activity; P:negative regulation of endopeptidase activity; P:hyaluronan metabolic process
CGI_10014650,sustained,0.31392371,172.7003826,0.399310171,168.7812847,0.406530069,188.9000749,0,174.5716452,0,173.5772524,priming specific,0.296967913,168.0857157,0.293380729,165.9372545,0,162.7624944,0,155.8968508,0,153.5744843,probable global transcription activator SNF2L2 isoform X1,virus,IFN-like pathway and RLR recognition,"F:ATPase activity; C:SWI/SNF complex; P:neural crest cell development; P:neuron differentiation; P:metabolic process; P:regulation of transcription, DNA-templated; P:optic nerve formation; P:embryonic retina morphogenesis in camera-type eye; P:cardiac muscle cell proliferation; P:cell migration involved in heart development; F:ATP binding; P:activation of MAPKKK activity; P:central nervous system development; F:histone binding; P:retinal pigment epithelium development; P:ATP-dependent chromatin remodeling; P:embryonic camera-type eye morphogenesis; P:retina layer formation; P:fin regeneration; P:heart looping"
CGI_10022585,sustained,0.882653143,76.99472032,1.774791114,131.4795997,2.451082589,227.8173814,0,215.2569866,-0.510411407,154.7027756,challenge specific,0,24.75527192,0,28.59885351,0,47.2755065,0.801878813,85.70007154,1.760238209,156.7277815,heat shock 70 kDa 12A-like [Crassostrea gigas],V/B,other,F:nucleotide binding; F:ATP binding
CGI_10003480,sustained,3.366202424,212.7558751,-0.521932507,174.3733999,-0.817367459,158.5768121,0,151.0813288,0,155.5069671,sustained,-0.388445162,204.2637714,-0.61328254,172.6357777,-1.491074793,100.832989,0,126.1987127,0,105.109053,abhydrolase domain-containing 2,virus,other,P:wing disc development; P:lipid metabolic process; F:lipase activity; P:chaeta development
CGI_10003373,sustained,2.455300891,128.9778709,-0.454726764,119.27524,-0.430912851,135.6570283,0,146.8227771,0,164.1477154,sustained,-0.37528078,134.901303,-0.748339772,102.6748649,-0.635678116,120.968122,0.590352244,175.7671335,0.612251618,174.5384083,Insulin partial,other,other,F:ATP binding; P:peptidyl-tyrosine phosphorylation; F:transmembrane receptor protein tyrosine kinase activity; C:integral component of membrane; P:transmembrane receptor protein tyrosine kinase signaling pathway
CGI_10005133,sustained,0.479851835,152.0426519,0.914402312,189.2459409,0.332802146,140.1114303,0,104.2299707,0,118.2214879,challenge specific,0,103.622511,0,99.12170296,0,102.7745412,0,116.5578649,0.622772213,148.9860003,Interferon regulatory factor 2,virus,IFN-like pathway and RLR recognition,"P:cell proliferation; F:transcription factor activity, sequence-specific DNA binding; F:metal ion binding; P:regulation of transcription, DNA-templated; F:regulatory region DNA binding"
CGI_10010920,sustained,0,174.8906863,0,217.2843931,-0.478213482,152.9872874,0,188.5671228,0,166.5853616,recall opposite,-0.565525674,137.2271811,-0.749913445,118.848853,-0.791150774,126.8328786,0.596008717,185.0827814,1.434080976,327.324957,synaptosomal-associated 29-like,virus,autophagy,C:membrane; P:single-organism organelle organization; C:intracellular part
CGI_10022693,sustained,0.639778412,365.7646073,1.733869419,723.5961676,3.049428932,1988.966787,0,2397.836308,-0.375283769,1509.759761,recall opposite,-0.807037434,123.9644883,-0.709245609,130.3983626,0,348.5301449,0,531.4537154,1.808731473,1358.440562,Cysteine dioxygenase type 1,virus,other,P:sulfur compound biosynthetic process; F:cysteine dioxygenase activity; F:iron ion binding; P:oxidation-reduction process; P:organonitrogen compound biosynthetic process; P:response to organonitrogen compound; P:response to oxygen-containing compound; P:L-cysteine catabolic process
CGI_10004554,sustained,0,2552.977425,0.266864335,2515.90934,-0.263294375,1929.177774,0,2507.582141,0,2300.6294,recall,0,2421.11953,0.238056064,2599.88999,0,2538.102406,0,2747.754263,0.37770133,3094.457026,60S ribosomal L24,virus,other,P:chordate embryonic development; F:structural constituent of ribosome; C:cytosolic large ribosomal subunit; P:ribosomal large subunit assembly; P:assembly of large subunit precursor of preribosome; P:translation
CGI_10010400,sustained,0,135.784188,0.458389357,147.8582342,0.337083194,150.605882,0,173.3705755,0,161.281762,recall,0.476492545,160.7193558,0.447723508,155.6599232,0,110.8747374,0.58525346,161.6604839,0.780654571,180.6268497,dnaJ homolog subfamily A member 2-like,virus,other,P:biological regulation; P:establishment of protein localization to organelle; P:protein targeting; F:protein binding; P:single-organism cellular localization; F:ion binding; C:cytosol; P:single-organism cellular process; P:protein folding; P:organelle organization; P:response to stress
CGI_10008002,sustained,0,5359.461536,0,5338.490073,-0.1905543,4615.681039,0,5306.927602,0,4503.332909,sustained,0,5308.141262,0,5644.253786,0.203085208,6270.357819,0,5749.784886,0,5882.439395,nucleolar GTP-binding 1,other,other,P:negative regulation of collagen binding; P:negative regulation of cell proliferation; P:negative regulation of cell-cell adhesion; P:metabolic process; P:ribosome biogenesis; C:Golgi apparatus; P:negative regulation of DNA replication; C:nucleolus; F:poly(A) RNA binding; P:regulation of cyclin-dependent protein serine/threonine kinase activity; F:GTP binding; C:nuclear membrane; C:perinuclear region of cytoplasm; F:GTPase activity; P:osteoblast differentiation; P:negative regulation of protein ubiquitination; P:protein stabilization; P:negative regulation of cell migration
CGI_10014532,sustained,1.807471904,38.40986276,2.780637401,66.45751455,3.806219655,144.5495311,0,124.1881697,0,110.8803146,challenge specific,0,10.6413191,0,12.23265071,0,11.86181259,2.362762532,74.89496108,3.013105481,102.8478018,interferon-induced 44-like [Crassostrea gigas],virus,IFN-like pathway and RLR recognition,F:GTP binding
CGI_10010541,sustained,0,1585.387725,0,1430.186703,0.790907402,2462.459874,0,2494.574317,0,1965.782907,sustained,0,1305.040662,0,1520.377161,1.346608888,3763.578114,-0.488302965,2508.724216,0,3030.642944,Interferon-induced 44,virus,IFN-like pathway and RLR recognition,F:zinc ion binding; P:ion transmembrane transport; P:protein transport; C:integral component of membrane; P:cellular protein modification process; P:phosphorylation; P:dephosphorylation; P:ionotropic glutamate receptor signaling pathway; F:ionotropic glutamate receptor activity; F:extracellular-glutamate-gated ion channel activity; F:kinase activity; C:intracellular
CGI_10004820,sustained,0,150.8813426,0.51966183,177.7468315,0.504832071,195.1380503,0,187.5395105,0,202.8200423,challenge specific,0,129.1773425,0,129.5074272,0,163.774212,0,204.3278618,0.437835451,208.8678459,Heat shock 70 kDa 12A,V/B,other,0
CGI_10009208,sustained,5.031850943,409.6444058,-0.29125908,360.7317766,-0.481468436,351.9793482,0,420.8202157,0,373.0702219,sustained,-0.204983201,408.5709487,-0.209852542,402.8693212,-0.881546082,274.2833973,0.400746841,346.7580783,0.641031244,403.1305636,Ornithine decarboxylase,virus,other,C:cytoplasm; C:integral component of membrane; P:polyamine biosynthetic process; P:single-organism cellular process; F:carboxy-lyase activity
CGI_10003183,sustained,0,23.45401277,1.022112617,44.96586021,4.334769664,503.5188848,0,486.7033574,0,586.5485459,challenge specific,0,16.58429435,0,17.85377603,0,24.06281838,0.688480539,39.11275149,1.808031047,85.31632329,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like,virus,IFN-like pathway and RLR recognition,F:nucleic acid binding; C:nucleus; F:metal ion binding; P:purine deoxyribonucleotide catabolic process; P:defense response; P:immune system process; P:purine deoxyribonucleoside triphosphate catabolic process; F:hydrolase activity
CGI_10016301,sustained,0.385443178,183.3387817,0.379710302,168.0618285,0.999185615,287.9767287,0,229.8879743,0,267.0415523,sustained,0.486279353,194.0970831,0.62758053,211.9767917,0.604307826,226.0860531,0,187.8126498,0,204.1883038,MLX-interacting -like,other,other,"P:regulation of transcription, DNA-templated"
CGI_10019895,sustained,1.078426227,20.11015972,1.718388962,28.81772343,3.388464857,100.3466689,0,102.663829,0,95.57998124,sustained,0,8.994774291,0,8.288594602,0.651645955,15.19654904,0,17.00589254,1.731140404,49.74802367,sacsin isoform X2,virus,IFN-like pathway and RLR recognition,0
CGI_10002628,sustained,0.621225027,233.5725506,0.597923196,210.2003667,0.835001571,274.6322924,0,271.3722424,0,247.396671,recall,0,193.179002,0.524196883,212.2271376,0,201.2981139,0,230.6613101,0.429893481,255.3817295,Small nuclear ribonucleo polypeptide G [Homo sapiens],other,other,P:nuclear import; P:termination of RNA polymerase II transcription; C:small nucleolar ribonucleoprotein complex; C:nucleoplasm; C:U12-type spliceosomal complex; C:catalytic step 2 spliceosome; F:U1 snRNP binding; C:methylosome; C:precatalytic spliceosome; C:spliceosomal tri-snRNP complex; C:cytosol; C:U5 snRNP; P:histone mRNA metabolic process; C:U7 snRNP; C:U2 snRNP; C:U1 snRNP; P:spliceosomal complex assembly; C:U4 snRNP; F:poly(A) RNA binding; P:spliceosomal snRNP assembly; F:protein binding; F:metal ion binding; C:SMN-Sm protein complex; C:P granule; C:viral nucleocapsid; C:U2-type prespliceosome
CGI_10007361,sustained,0.764619461,129.7403435,1.657264307,220.6396445,2.075713066,325.3552179,0,250.6182669,0,289.4394572,recall opposite,0,61.74935148,-0.504722812,50.08256431,-0.52329969,54.4352538,1.321973237,135.6505827,2.182274749,239.8308604,E3 ubiquitin- ligase RNF213-like,virus,IFN-like pathway and RLR recognition,F:ATPase activity; F:ubiquitin-protein transferase activity; F:zinc ion binding; P:protein ubiquitination
